label,tweet
0,"i p l "" "" 2 0 2 1 "" "" g o t "" "" s u s p e n d e d "" "" i p l "" "" i p l 2 0 2 1 "" "" s u s p e n d e d "" "" n o w a r n e t n o i p l "" "" s r h "" "" m i "" "" c s k "" "" k k r "" "" r c b "" "" p b k s "" "" d c "" "" r r"
1,"c r e d i t s "" "" k k r "" "" i n s i d e r "" "" i n s t a g r a m "" "" s h u b m a n g i l l "" "" s h u b m a n "" "" k k r"
1,"m a k e "" "" s t r o n g e r "" "" c o m b i n a t i o n "" "" e n g l a n d "" "" m i p a l t a n "" "" v i v o i p l "" "" v i r a t k o h l i "" "" a k a s h c h o p r a "" "" b a b a r a z a m "" "" d e l h i c a p i t a l s"
0,"r t "" "" i p l d e v o t e e "" "" t i l l "" "" n o w "" "" o n l y "" "" r c b "" "" i s "" "" s a f e "" "" c s k "" "" s r h "" "" k k r "" "" d c "" "" t e a m "" "" g e t "" "" p o s i t i v e "" "" c a s e s "" "" a n d "" "" i s o l a t e d "" "" a n d "" "" a l s o "" "" r r "" "" m i "" "" p b k s "" "" w i l l "" "" b e "" "" i s o l a"
1,"r t "" "" m i p a l t a n "" "" i t "" "" t h e "" "" w o r l d "" "" a n d "" "" w e "" "" a r e "" "" j u s t "" "" l i v i n g "" "" i n "" "" i t "" "" t a k e "" "" a "" "" b o w "" "" p o l l y "" "" o n e f a m i l y "" "" m u m b a i i n d i a n s "" "" m i "" "" m i v c s k "" "" i p l"
1,"p o s i t i v e s "" "" f r o m "" "" t h e "" "" i p l "" "" c a n c e l l a t i o n "" "" i m o "" "" a p a r t "" "" f r o m "" "" h e a l t h "" "" b e n e f i t s "" "" a r c h e r "" "" a m p "" "" s t o k e s "" "" w i l l "" "" b e "" "" b a c k "" "" w i t h "" "" b u t t l e r "" "" a m p "" "" m"
1,"a p p l e "" "" h a s "" "" p a t c h e d "" "" a "" "" b i g "" "" s e c u r i t y "" "" b u g "" "" t h a t "" "" c o u l d "" "" h a v e "" "" a l l o w e d "" "" h a c k e r s "" "" t o "" "" s t e a l "" "" d a t a "" "" f r o m "" "" i p h o n e s "" "" a n d "" "" i p a d s "" "" f o r "" "" y e a r s"
1,"r t "" "" m e r s a l "" "" s u d h a r "" "" t h o u g h t "" "" c h e n n a i i p l "" "" f o l l o w e d "" "" i t s "" "" o k "" "" w h i s t l e p o d u "" "" c s k"
1,"t h a n k s "" "" y o u "" "" r c b "" "" t e a m "" "" f o r "" "" g i v i n g "" "" h a p p i n e s s "" "" a n d "" "" e n t e r t a i n m e n t "" "" i n "" "" t h i s "" "" c o v i d "" "" t o u g h "" "" t i m e s "" "" w i s h "" "" t h i s "" "" s e a s o n "" "" w i l l "" "" r"
0,"p a r t y "" "" o n "" "" i p l c a n c e l "" "" i p l c a n c e l l e d "" "" r c b "" "" s r h "" "" s r h v m i "" "" i p l 2 0 2 1"
1,"r t "" "" c h l o e a m a n d a b "" "" a "" "" m a n "" "" w h o "" "" c l e a r l y "" "" a l w a y s "" "" p u t s "" "" t h e "" "" t e a m "" "" f i r s t "" "" n o "" "" m a t t e r "" "" w h a t "" "" r r v s r h "" "" s r h"
1,"r t "" "" l e g b e 4 c r i c k e t "" "" m a t c h d a y "" "" p k b s "" "" k l r a h u l "" "" d c "" "" i p l 2 0 2 0 "" "" c r i c k e t "" "" p u n j a b k i n g s "" "" d e l h i c a p i t a l s "" "" i p l 2 0 2 1 "" "" r i s h a b p a n t "" "" d c v s p b k s "" "" h t t p"
1,"r t "" "" c i r c l e o f c r i c k e t "" "" m a t c h "" "" 2 9 "" "" d e l h i c a p i t a l s "" "" w i n "" "" t h e "" "" t o s s "" "" a n d "" "" e l e c t "" "" t o "" "" b o w l "" "" f i r s t "" "" a g a i n s t "" "" p u n j a b k i n g s "" "" p b k s v d c "" "" i p l 2 0 2 1"
0,"a f t e r "" "" k k r "" "" p l a y e r s "" "" a n d "" "" c s k "" "" s t a f f "" "" n o w "" "" d e l h i "" "" c r i c k e t "" "" g r o u n d "" "" s t a f f "" "" m e m b e r s "" "" 5 "" "" o f "" "" t h e m "" "" w h o "" "" w e r e "" "" p r e s e n t "" "" d u r i n g "" "" s u n d"
1,"r t "" "" p u n j a b k i n g s i p l "" "" i f "" "" w e "" "" h a v e "" "" t o "" "" s u m m a r i z e "" "" p b k s v r c b "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1 "" "" p b k s v r c b"
1,"r t "" "" a d i t h y a 7 8 6 2 0 8 5 2 "" "" w h i c h "" "" 2 "" "" o v e r s e a s "" "" c o m b o "" "" r r "" "" s h o u l d "" "" r e t a i n"
1,"e v e r y o n e "" "" t o "" "" v a r u n c h a k r a v a r t h y "" "" a n d "" "" k k r "" "" s q u a d "" "" i p l 2 0 2 1"
1,"r t "" "" d i l e e p v e n k y "" "" k l r a h u l "" "" l a s t "" "" 3 "" "" i n n i n g s "" "" a g a i n s t "" "" r c b "" "" t e a m "" "" 1 3 2 "" "" n o t "" "" o u t "" "" v s "" "" r c b "" "" 6 0 "" "" n o t "" "" o u t "" "" v s "" "" r c b "" "" 9 1 "" "" n o t "" "" o u t "" "" v s "" "" r c b "" "" n o t "" "" o u t "" "" t h e "" "" m a t c h "" "" w i"
1,"f o r "" "" 1 0 "" "" y e a r s "" "" u "" "" h v "" "" b e e n "" "" p a r t "" "" o f "" "" c s k "" "" n "" "" i "" "" h v "" "" b e e n "" "" a "" "" f a n "" "" e v e r "" "" s i n c e "" "" t i m e "" "" f l i e s "" "" s e e "" "" u "" "" s o o n "" "" i n "" "" y e l l o v e "" "" f a f 1 3 0 7"
0,"r t "" "" c o m e o n c r i c k e t "" "" b o w l i n g "" "" i n n i n g s "" "" i n "" "" i p l "" "" w i t h "" "" e c o n o m y "" "" u n d e r "" "" 4 "" "" w h i l e "" "" t e a m "" "" c o n c e d e d "" "" a t "" "" 8 "" "" r p o "" "" 1 "" "" t i m e "" "" 2 2 "" "" p l a y e r s "" "" 2 "" "" t i m e s "" "" m a l i n g a "" "" 3 "" "" t i m e s"
1,"r t "" "" i t z p r o f e s s o r "" "" g u d "" "" n i g h t "" "" t h a l a p a t h i a n s "" "" t h a l a p a t h y 6 5 "" "" m i "" "" m a s t e r "" "" a c t o r v i j a y "" "" m a s t e r"
1,"v e d i k a b h a i a "" "" a g r e e d "" "" o n "" "" t h a t "" "" i t "" "" a l l "" "" a b o u t "" "" t h e "" "" e x p e r i e n c e "" "" t h a t "" "" c u s t o m e r "" "" g e t s "" "" f r o m "" "" s e r v i c e "" "" a n d "" "" p r o d u c t "" "" t h i s "" "" e x p e"
0,"i f "" "" y o u "" "" a r e "" "" b e s t "" "" b u t "" "" y o u "" "" h a v e "" "" y o u r "" "" b a d "" "" l u c k "" "" t h e n "" "" n o b o d y "" "" c a n "" "" h e l p "" "" y o u "" "" e x a m p l e "" "" r c b "" "" i p l 2 0 2 1 "" "" i p l p o s t p o n e d "" "" r c b "" "" b a d "" "" l u c k"
1,"m i n t e c h "" "" a g e n c y "" "" i s "" "" l o o k i n g "" "" f o r "" "" t w o "" "" a m a z i n g "" "" i n t e r n s "" "" t o "" "" j o i n "" "" i t s "" "" r e c r u i t i n g "" "" a n d "" "" m a r k e t i n g "" "" d e p a r t m e n t s "" "" t h i s "" "" i s "" "" a "" "" f a n"
0,"i p l c a n c e l "" "" i p l s u s p e n d e d "" "" d e l h i c a p i t a l s "" "" r c b "" "" p u n j a b k i n g s "" "" r i g h t "" "" n o w"
1,"r t "" "" s u d h e e r a n a n d "" "" f c "" "" h a p p y "" "" b i r t h d a y "" "" r a s h m i g a u t a m 2 7 "" "" s u d h e e r a n a n d "" "" f c "" "" s u d h e e r a n a n d "" "" s u d i g a l i s u d h e e r "" "" t o l l y m a s t i "" "" b i r t h d a y "" "" l o v"
0,"b r e a k i n g "" "" n e w s "" "" v i v o "" "" i p l "" "" 2 0 2 1 "" "" p o s t p o n e "" "" o n e "" "" w e e k "" "" f o l l o w "" "" m e "" "" a c a h i n d i "" "" i p l 2 0 2 1 "" "" i p l "" "" c s k "" "" s r h "" "" m i "" "" k k r "" "" r c b "" "" d c"
0,"c r i c k e t "" "" i p l "" "" i p l 2 0 2 1 l i v e "" "" i p l 2 0 2 1 s u s p e n d e d "" "" i p l f a n t a s y l e a g u e "" "" m i "" "" r c b "" "" k k r h a i t a i y a a r "" "" c s k "" "" p u n j a b k i n g s "" "" d c "" "" s r h"
1,"r t "" "" p u n j a b k i n g s i p l "" "" s i r r r r a a a "" "" j "" "" s h o t "" "" k l "" "" w a l k s "" "" a c r o s s "" "" a n d "" "" d u m p s "" "" i t "" "" h a n d s o m e l y "" "" o v e r "" "" d e e p "" "" m i d "" "" w i c k e t "" "" f o r "" "" a "" "" b i g g i e "" "" s a d d a p u n j a b "" "" p u n j a"
1,"r t "" "" h t s p o r t s n e w s "" "" i "" "" a m "" "" o k a y "" "" c s k "" "" b a t t i n g "" "" c o a c h "" "" m i k e "" "" h u s s e y "" "" t o "" "" r e m a i n "" "" i n "" "" i n d i a "" "" a n d "" "" q u a r a n t i n e "" "" a f t e r "" "" t e s t i n g "" "" p o s i t i v e "" "" f o r "" "" c o v i d "" "" 1 9 "" "" h t t p s"
1,"r v c j "" "" f b "" "" p u n j a b k i n g s "" "" t e a m "" "" d e s e r v e "" "" i p l "" "" 2 0 2 1"
1,"a i "" "" c a n "" "" h e l p "" "" y o u "" "" a n d "" "" y o u r "" "" b o s s "" "" m a x i m i z e "" "" y o u r "" "" p o t e n t i a l "" "" b y "" "" f o r b e s "" "" m a r c o a n n u n z i a t a "" "" l e a r n "" "" m o r e"
1,"r t "" "" t e n t a r a n s p o r t s "" "" w h o "" "" w i l l "" "" w i n "" "" t o n i g h t "" "" k o l k a t a k n i g h t r i d e r s "" "" k k r "" "" r o y a l c h a l l e n g e r s b a n g a l o r e "" "" p l a y b o l d "" "" r c b "" "" y o u a r e t h e d i f f e r e n c e "" "" t e n t a"
1,"r t "" "" s m i l i n g b l u e d o g "" "" y a y "" "" s o "" "" g l a d "" "" i "" "" c a n "" "" m a k e "" "" t h i s "" "" f o r "" "" a "" "" l o v e l y "" "" b r i d e "" "" i n "" "" m i c h i g a n "" "" e t s y "" "" e t s y "" "" e t s y m n t t "" "" e t s y p r e n e u"
1,"s r h "" "" o w n "" "" t h e "" "" t o s s "" "" a n d "" "" e l e c t e d "" "" t o "" "" b o w l "" "" f i r s t "" "" s r h "" "" s r h v s m i"
0,"r t "" "" w a s i f "" "" o m a r "" "" r e t a i n "" "" w a r n e r "" "" o t h e r w i s e "" "" n o "" "" o n e "" "" w i l l "" "" s u p p o r t "" "" s u n r i s e r s "" "" h y d e r a b a d "" "" b r i n g b a c k w a r n e r "" "" s r h "" "" s u n r i s e r s h y d e r a b a d "" "" h y d e r a b a d "" "" h t t p"
1,"r t "" "" t h e g e e k a b h i "" "" e v e r y o n e "" "" t o "" "" v a r u n c h a k r a v a r t h y "" "" a n d "" "" k k r "" "" s q u a d "" "" i p l 2 0 2 1"
1,"d e l h i c a p i t a l s "" "" d c "" "" p r i t h v i s h a w "" "" p r i t h v i s h a w "" "" c o u l d "" "" b e "" "" s e e n "" "" l e t t i n g "" "" o u t "" "" a "" "" s m i l e "" "" w h i l e "" "" l o o k i n g "" "" i n t o "" "" h i s "" "" p a n t s "" "" a f t"
1,"a l l s e a s o n s i n d i a "" "" p u n j a b k i n g s i p l "" "" t a g g i n g "" "" e k t a "" "" z e b f a t i m a "" "" m o d e l g a r i m a "" "" s w a t y "" "" h e r e "" "" j a t i n k i d u n i y a"
1,"c s k "" "" r r "" "" i p l 2 0 2 1 "" "" n e v e r "" "" w a n t "" "" t o "" "" m i s s "" "" a n "" "" u p d a t e "" "" f o l l o w "" "" i n f o r m a z i o "" "" f o r "" "" l a t e s t "" "" n e w s "" "" u p d a t e s "" "" t e c h "" "" c o v i d "" "" 1 9 "" "" u p d"
1,"c r i c k e t "" "" s o u t h "" "" a f r i c a "" "" s a i d "" "" w e "" "" s u p p o r t "" "" t h e "" "" d e c i s i o n "" "" o f "" "" b c c i "" "" i p l "" "" t o "" "" p o s t p o n e "" "" i n d i a n "" "" p r e m i e r "" "" l e a g u e "" "" d u e "" "" t o "" "" c o v i d "" "" 1 9"
1,"l o o k "" "" w h o "" "" j o i n s "" "" t h e "" "" m i "" "" w a g s "" "" y e s "" "" y o u "" "" s a w "" "" i t "" "" r i g h t "" "" i t "" "" s a n j a n a g a n e s a n "" "" m u m b a i i n d i a n s "" "" m i "" "" i p l 2 0 2 1"
1,"s e e "" "" a "" "" v i r t u a l "" "" t o u r "" "" o f "" "" o u r "" "" l i s t i n g "" "" o n "" "" 2 2 8 0 "" "" m i l l v i l l e "" "" r o a d "" "" m a y f i e l d t w p "" "" m i "" "" r e a l e s t a t e"
1,"t e a m s "" "" w i t h "" "" m o s t "" "" t o t a l s "" "" u n d e r "" "" 1 0 0 "" "" i n "" "" i p l "" "" d c "" "" 1 0 "" "" m u m b a i "" "" i n d i a n s "" "" 6 "" "" r c b "" "" 6 "" "" c s k "" "" o n l y "" "" o n e "" "" t i m e"
1,"r t "" "" h a r i h a r a n 7 7 1 9 8 1 "" "" i p l "" "" t e a m s "" "" o w n e r s "" "" p l a y e r s "" "" a n d "" "" f a n s "" "" r e a c t i o n "" "" a f t e r "" "" b c c i "" "" a n n o u n c e s "" "" p o s t p o n e m e n t "" "" o f "" "" i p l "" "" i p l 2 0 2 1 "" "" w h i s t l e p o d u "" "" y e l"
1,"r t "" "" d h e e r a j 2 9 2 0 "" "" f o l l o w "" "" m e "" "" o n "" "" i n s t a g r a m "" "" d h e e r a j b h o s a l e 2 9 2 0 "" "" t e r e n a a m "" "" x "" "" i p l "" "" i p l 2 0 2 1 "" "" i p l c a n c e l "" "" r a d h e "" "" s a l m a n k h a n "" "" r c b "" "" m i "" "" c s k "" "" c r i c k e t"
1,"o u r "" "" r o c k e t "" "" r a j a "" "" r u t u r a j "" "" i m p r e s s e d "" "" c h i n n a "" "" t h a l a "" "" r u t u r a j g a i k w a d "" "" r o c k e t r a j a "" "" w h i s t l e p o d u "" "" y e l l o v e "" "" c s k"
1,"r t "" "" r o h a n s a t p a t i "" "" v i r a t "" "" k o h l i "" "" h a s "" "" r e a c h e d "" "" h i s "" "" h o m e "" "" a f t e r "" "" i p l 2 0 2 1 "" "" g o t "" "" s u s p e n d e d "" "" h e "" "" a n d "" "" a n u s h k a "" "" w i l l "" "" b e "" "" d o i n g "" "" c o v i d "" "" s u p p o r t "" "" m o v e m e n t "" "" s o o n"
1,"c r i c b u z z "" "" g o d "" "" a l s o "" "" d o e s n t "" "" w a n t s "" "" r c b "" "" t o "" "" w i n "" "" t h i s "" "" w a s "" "" a "" "" g e n u i n e "" "" v a l a "" "" h a r d "" "" l u c k "" "" i m v k o h l i "" "" b o y s "" "" p l a y e d "" "" w e l l"
0,"r t "" "" n o s t a l g i c "" "" s o u l l "" "" s r h "" "" i p l c a n c e l "" "" r c b f a n s "" "" r c b "" "" f a n s"
1,"n e w "" "" d p "" "" h o p e "" "" u "" "" a l l "" "" l i k e "" "" i t "" "" m u m b a i i n d i a n s "" "" m i "" "" o n e f a m i l y "" "" m a s t e r "" "" r o h i t s h a r m a "" "" i m r o 4 5 "" "" a c t o r v i j a y "" "" v r f c"
1,"m u f a d d a l "" "" v o h r a "" "" o r a n g e "" "" c a p "" "" w i n n e r s "" "" o f "" "" e a c h "" "" s e a s o n "" "" w i t h "" "" s t a t s "" "" m i v c s k "" "" r o h i t h s h a r m a "" "" d h o n i "" "" c s k "" "" m i"
1,"w h a t "" "" a "" "" p e r s o n "" "" w h o "" "" s u r v i v e "" "" l o v e "" "" e v e r y t i m e "" "" a n d "" "" e v e r y w h e r e "" "" n o "" "" m a t t e r "" "" w h a t "" "" i s "" "" h a p p e n i n g "" "" j u s t "" "" s u r v i v i n g "" "" l o v e "" "" s o "" "" o"
1,"r t "" "" p u n j a b k i n g s i p l "" "" m a y a n k "" "" c l o s i n g "" "" i n "" "" o n "" "" a "" "" f i g h t i n g "" "" f i f t y "" "" w i t h "" "" 5 "" "" o v e r s "" "" t o "" "" g o "" "" h o w "" "" m u c h "" "" w i l l "" "" w e "" "" e n d "" "" u p "" "" w i t h "" "" p b k s "" "" 1 0 2 "" "" 4 "" "" 1 5 "" "" s a d d"
1,"r t "" "" n e s u "" "" o f f i c a l "" "" b e s t "" "" o v e r s e a s e "" "" p i c k "" "" l i k e "" "" k i e r o n "" "" p o l l a r d "" "" r t "" "" f a f "" "" d u "" "" p l e s s i s "" "" m i "" "" c s k "" "" v a l i m a i"
1,"r c b "" "" i p l 2 0 2 1 "" "" t h e "" "" r c b "" "" b a t s m a n "" "" r e c o l l e c t e d "" "" h i s "" "" e x p e r i e n c e "" "" o f "" "" p l a y i n g "" "" w i t h "" "" t h e "" "" f r a n c h i s e "" "" t w o "" "" b i g "" "" s t a r s "" "" v i r a t "" "" k o"
0,"r t "" "" a r g h a b h a r "" "" a b i j i t g "" "" k k r h a i t a i y a a r "" "" k k r "" "" k n e w "" "" t h a t "" "" i p l "" "" i s "" "" g o n n a "" "" g e t "" "" i p l c a n c e l l e d "" "" s o "" "" t h e y "" "" w e r e "" "" p l a y i n g "" "" b a d l y "" "" t h e y "" "" w i l l "" "" c o m e "" "" b a c k "" "" s t r"
1,"r t "" "" s h r u t i w a g h m a r 1 0 "" "" m e a n w h i l e "" "" s r h "" "" k k r "" "" f a n s"
1,"r t "" "" s p o r t s k e e d a "" "" t h e "" "" r c b "" "" f a m i l y "" "" c l i c k s "" "" o n e "" "" l a s t "" "" s e l f i e "" "" b e f o r e "" "" g o i n g "" "" b a c k "" "" h o m e "" "" d h a n a s h r e e "" "" v e r m a "" "" c h a h a l "" "" r c b "" "" i p l 2 0 2 1"
1,"r t "" "" m i p a l t a n "" "" t h e r e "" "" a "" "" r e a s o n "" "" w h y "" "" t h i s "" "" t e a m "" "" h a s "" "" w o n "" "" 5 "" "" i p l "" "" t i t l e s "" "" w e "" "" s a w "" "" o n e "" "" o f "" "" t h e "" "" r e a s o n s "" "" w h y "" "" i n "" "" m i v c s k "" "" o u r "" "" d i r e c t o r "" "" o f "" "" c r i c k e"
0,"m u f a d d a l "" "" v o h r a "" "" e i g h t "" "" o f "" "" t h e "" "" 1 1 "" "" e n g l a n d "" "" p l a y e r s "" "" a t "" "" i p l 2 0 2 1 "" "" a r r i v e d "" "" b a c k "" "" i n "" "" t h e "" "" u k "" "" t h i s "" "" m o r n i n g "" "" a n d "" "" w i l l "" "" q u a r a n t i n"
1,"r t "" "" m i t a m i l f c "" "" a n d "" "" t h e "" "" r e s t "" "" i s "" "" m i "" "" m i p a l t a n "" "" i m r o 4 5"
1,"p o l l "" "" d o "" "" y o u "" "" t h i n k "" "" t h a t "" "" t h e "" "" i p l "" "" 2 0 2 1 "" "" s h o u l d "" "" b e "" "" c a n c e l l e d "" "" c o m p l e t e l y "" "" b c c i "" "" i p l c a n c e l "" "" a m i t m i s h r a "" "" r c b "" "" k k r "" "" s a u r a v g a n g u l y "" "" c o r o n a v i r u s"
1,"t a k i n g "" "" y o u r "" "" r o b o t "" "" d o g "" "" f o r "" "" a "" "" w a l k "" "" b y "" "" e v a s m a r t a i "" "" a i "" "" i o t "" "" a r t i f i c i a l i n t e l l i g e n c e "" "" m i "" "" i n t e r n e t o f t h i n g s "" "" r o b o t i c s"
1,"r t "" "" i m r o 4 5 "" "" f c "" "" b e c a u s e "" "" h e "" "" b e l i e v e d "" "" t h a t "" "" m i p a l t a n "" "" c a n "" "" c h a s e "" "" t h i s "" "" d o w n "" "" h i s "" "" r e a c t i o n s "" "" s a y s "" "" t h a t "" "" h e "" "" i s "" "" s o "" "" v e r y "" "" p r o u d "" "" o f "" "" h i s "" "" t e a m "" "" m i p a l t a"
1,"w h e n "" "" i t "" "" c o m e s "" "" t o "" "" s a f e t y "" "" s a f e "" "" t o "" "" s a y "" "" w e "" "" t r u s t "" "" e n d u r a m a s s 1 1 "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1"
0,"m i s s i n g "" "" i p l 2 0 2 1 "" "" c s k "" "" c s k v s r r "" "" y e l l o v e"
1,"r t "" "" k l a a s s y g a j a l "" "" s p e e d y "" "" r e c o v e r y "" "" m y "" "" m a n "" "" k l "" "" r a h u l "" "" k l r a h u l 1 1 "" "" c a n t "" "" e v e n "" "" i m a g i n e "" "" p u n j a b k i n g s "" "" o r "" "" i p l 2 0 2 1 "" "" w i t h o u t "" "" y o u u "" "" c o m e "" "" b a c k "" "" s o o o"
0,"t i m e s o f i n d i a "" "" r t "" "" t o i s p o r t s "" "" c o v i d "" "" s t r i k e s "" "" i p l "" "" c h e n n a i i p l "" "" v s "" "" r a j a s t h a n r o y a l s "" "" m a t c h "" "" r e s c h e d u l e d "" "" a f t e r "" "" b a l a j i "" "" t e"
1,"r t "" "" k a u r "" "" 1 8 "" "" v i r a t "" "" k o h l i "" "" i m v k o h l i "" "" w e "" "" l o v e "" "" u "" "" v i r a t k o h l i "" "" r c b "" "" r c b v s c s k"
1,"h a p p i e s t "" "" t e a m s "" "" r i g h t "" "" n o w "" "" r r "" "" k k r "" "" s r h "" "" p b k s "" "" i p l"
0,"r t "" "" m i p a l t a n "" "" t h e "" "" m x t a k a t a k m i l i v e "" "" c r e w "" "" b e l i e v e "" "" t h a t "" "" t h e "" "" t r i o "" "" o f "" "" p o l l y "" "" h p "" "" a m p "" "" k p "" "" a k a "" "" t h e "" "" a r e "" "" b a c k "" "" t o "" "" t h e i r "" "" d e v a s t a t i n g "" "" b e s t"
0,"r t "" "" c o m e o n c r i c k e t "" "" g e t "" "" y o u r "" "" m o n e y "" "" b a c k "" "" a s "" "" a "" "" f r e e "" "" b e t "" "" o n "" "" y o u r "" "" f i r s t "" "" l o s i n g "" "" b e t "" "" d u r i n g "" "" t h e "" "" i p l 2 0 2 1 "" "" m i "" "" r r"
1,"r t "" "" k i l t r o n x e n v i r o "" "" k i l t r o n x "" "" d e f e n d e r "" "" 3 0 "" "" d a y "" "" f a c e "" "" m a s k "" "" r e u s a b l e "" "" w a s h a b l e "" "" k i l t r o n x "" "" e n v i r o "" "" s y s t e m s "" "" c o r p "" "" f r e e "" "" w i t h "" "" a n y "" "" p u r c h a s e "" "" o f "" "" k i l t r"
1,"c h e c k "" "" o u t "" "" 2 0 2 0 "" "" 2 1 "" "" u p p e r "" "" d e c k "" "" m a r t i n "" "" n e c a s "" "" r o o k i e "" "" r e t r o s p e c t i v e "" "" j e r s e y "" "" r r "" "" 1 2 "" "" c a n e s "" "" r c "" "" e b a y "" "" c a n e s"
0,"r t "" "" r i s h "" "" v j m s d "" "" 4 "" "" s r h "" "" a n d "" "" y e h h a i n a y i d i l l i "" "" m a s t e r "" "" t h a l a p a t h y v i j a y "" "" t h a l a p a t h y 6 5 "" "" a c t o r v j i a y "" "" i p l 2 0 2 1 "" "" i p l c a n c e l "" "" e n d i n g "" "" t h e "" "" t h r e a d "" "" a"
0,"o h "" "" w e l l "" "" i p l "" "" w i l l "" "" b e "" "" r e s c h e d u l i n g "" "" i p l 2 0 2 1 "" "" r c b"
1,"r t "" "" r o h i t i o n s s 4 5 "" "" t h i s "" "" h o w "" "" a l l "" "" r e a c t e d "" "" i m r o 4 5 "" "" m i p a l t a n "" "" m u m b a i i n d i a n s "" "" i p l 2 0 2 1 "" "" i p l "" "" m i "" "" o n e f a m i l y "" "" r o h i t s h a r m a 4 5 "" "" m i v s r h "" "" s r h v m"
0,"r t "" "" y a z d a n "" "" i p l "" "" f a n s "" "" r i g h t "" "" n o w "" "" e s p e c i a l l y "" "" r c b "" "" o n e s"
0,"r t "" "" a n i k "" "" 6 1 2 "" "" w h e n "" "" s h a k i b "" "" g o t "" "" b a n n e d "" "" f r o m "" "" i n t e r n a t i o n a l "" "" c r i c k e t "" "" a l l "" "" i n t e r n a t i o n a l "" "" m a t c h e s "" "" g o t "" "" s u s p e n d e d "" "" b e c a u s e "" "" o f "" "" c o v i d 1 9 "" "" s h a k i b "" "" n o t"
0,"b o t h "" "" a r e "" "" b o r i n g "" "" t h e r e "" "" t e a m "" "" p l a y i n g "" "" t e s t "" "" c r i c k e t "" "" i n "" "" i p l "" "" t 2 0 "" "" l o w e s t "" "" p o w e r "" "" p l a y "" "" s c o r e r "" "" a d v i c e d "" "" b y "" "" s r h "" "" a m p "" "" p u n j a b"
1,"r t "" "" p u n j a b k i n g s i p l "" "" r a v i "" "" b i s h n o i "" "" i s "" "" m a k i n g "" "" i t "" "" a "" "" h a b i t "" "" t o "" "" p u l l "" "" o f f "" "" s t u n n e r s "" "" w h i c h "" "" o n e "" "" y o u r "" "" a t t e n t i o n "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s"
